relative_path,filename,extension,size_mb,folder_depth,parent_folder,suspected_placeholder
Нон-фикшн/Автомобили/CX-5_руководство.pdf,CX-5_руководство.pdf,.pdf,42.81,2,Автомобили,no
Нон-фикшн/Автомобили/Секреты безопасной покупки автомобиля.pdf,Секреты безопасной покупки автомобиля.pdf,.pdf,6.58,2,Автомобили,no
"Нон-фикшн/Автомобили/Что делать, если остановил гаишник.pdf","Что делать, если остановил гаишник.pdf",.pdf,24.35,2,Автомобили,no
Нон-фикшн/Автомобили/Шумский-100 ловушек.pdf,Шумский-100 ловушек.pdf,.pdf,161.42,2,Автомобили,no
Нон-фикшн/Автомобили/Шумский-Парковки.pdf,Шумский-Парковки.pdf,.pdf,52.35,2,Автомобили,no
Нон-фикшн/Биографии/avidreaders.ru__zhizn-sapozhok-neparnyy-vospominaniya.pdf,avidreaders.ru__zhizn-sapozhok-neparnyy-vospominaniya.pdf,.pdf,3.24,2,Биографии,no
Нон-фикшн/Биографии/liderstvo-vo-ldah.pdf,liderstvo-vo-ldah.pdf,.pdf,2.3,2,Биографии,no
Нон-фикшн/Биографии/Stiv Dzhobs - Uoltier Aiziekson.mobi,Stiv Dzhobs - Uoltier Aiziekson.mobi,.mobi,2.28,2,Биографии,no
"Нон-фикшн/Биографии/Torvalds_L.,_Daimond_D Рассказ нечаянного революционера.pdf","Torvalds_L.,_Daimond_D Рассказ нечаянного революционера.pdf",.pdf,1.63,2,Биографии,no
Нон-фикшн/Изотерика/Dianetika.pdf,Dianetika.pdf,.pdf,1.89,2,Изотерика,no
Нон-фикшн/Изотерика/Gonsales_Bessmertie__Taynoe_znanie_Drevney_Rusi_264971.mobi,Gonsales_Bessmertie__Taynoe_znanie_Drevney_Rusi_264971.mobi,.mobi,0.94,2,Изотерика,no
Нон-фикшн/Изотерика/my-rodom-iz-strashnogo-detstva.epub,my-rodom-iz-strashnogo-detstva.epub,.epub,3.31,2,Изотерика,no
Нон-фикшн/Изотерика/Zero Limits_str - uncle Sam.pdf,Zero Limits_str - uncle Sam.pdf,.pdf,2.08,2,Изотерика,no
Нон-фикшн/Изотерика/Зеланд_Вершитель реальности.pdf,Зеланд_Вершитель реальности.pdf,.pdf,3.07,2,Изотерика,no
Нон-фикшн/Изотерика/Интегральная йога.fb2,Интегральная йога.fb2,.fb2,1.72,2,Изотерика,no
Нон-фикшн/Изотерика/Ларсон_Хозяин своей судьбы.pdf,Ларсон_Хозяин своей судьбы.pdf,.pdf,1.06,2,Изотерика,no
Нон-фикшн/Изотерика/Об интеллекте.pdf,Об интеллекте.pdf,.pdf,1.71,2,Изотерика,no
Нон-фикшн/Изотерика/Роберт Энтони - Уверенность.pdf,Роберт Энтони - Уверенность.pdf,.pdf,0.7,2,Изотерика,no
Нон-фикшн/Изотерика/Синдром предков.doc.pdf,Синдром предков.doc.pdf,.pdf,3.29,2,Изотерика,no
Нон-фикшн/Изотерика/Спиральная динамика Грейвза.pdf,Спиральная динамика Грейвза.pdf,.pdf,0.51,2,Изотерика,no
Нон-фикшн/История/frantsuzskoe-zakonodatelstvo-ob-emigrantah-epohi-frantsuzskoy-revolyutsii-xviii-veka.pdf,frantsuzskoe-zakonodatelstvo-ob-emigrantah-epohi-frantsuzskoy-revolyutsii-xviii-veka.pdf,.pdf,1.72,2,История,no
Нон-фикшн/История/Liholat_A_V_Razgrom_nacionalisticheskoj_kontrrevoljucii_na_Ukraine.pdf,Liholat_A_V_Razgrom_nacionalisticheskoj_kontrrevoljucii_na_Ukraine.pdf,.pdf,21.01,2,История,no
Нон-фикшн/История/Великий Китайский Файрвол.pdf,Великий Китайский Файрвол.pdf,.pdf,3.41,2,История,no
Нон-фикшн/История/Жупнал_ВКС_16.pdf,Жупнал_ВКС_16.pdf,.pdf,16.42,2,История,no
Нон-фикшн/История/Про амеиканцев.docx,Про амеиканцев.docx,.docx,0.02,2,История,no
Нон-фикшн/Политика/Pavlovskiy_1993-elementy-sovetskogo-opyta-Razgovory-s-Mihailom-Gefterom.350350.fb2.mobi,Pavlovskiy_1993-elementy-sovetskogo-opyta-Razgovory-s-Mihailom-Gefterom.350350.fb2.mobi,.mobi,1.96,2,Политика,no
Нон-фикшн/Политика/Pavlovskiy_Genialnaya-vlast-Slovar-abstrakciy-Kremlya.254139.fb2.mobi,Pavlovskiy_Genialnaya-vlast-Slovar-abstrakciy-Kremlya.254139.fb2.mobi,.mobi,0.96,2,Политика,no
Нон-фикшн/Политика/Proiekt Rossiia. Bol'shaia idie - Iurii Viktorovich Shalyghanov.mobi,Proiekt Rossiia. Bol'shaia idie - Iurii Viktorovich Shalyghanov.mobi,.mobi,1.47,2,Политика,no
Нон-фикшн/Политика/Proiekt Rossiia. Bol'shaia idie - Iurii Viktorovich Shalyghanov.pdf,Proiekt Rossiia. Bol'shaia idie - Iurii Viktorovich Shalyghanov.pdf,.pdf,1.33,2,Политика,no
Нон-фикшн/Политика/Proiekt Rossiia. Polnoie sobran - Iurii Viktorovich Shalyghanov.epub,Proiekt Rossiia. Polnoie sobran - Iurii Viktorovich Shalyghanov.epub,.epub,1.66,2,Политика,no
Нон-фикшн/Политика/Proiekt Rossiia. Polnoie sobran - Iurii Viktorovich Shalyghanov.mobi,Proiekt Rossiia. Polnoie sobran - Iurii Viktorovich Shalyghanov.mobi,.mobi,6.52,2,Политика,no
Нон-фикшн/Политика/Proiekt Rossiia. Polnoie sobran - Iurii Viktorovich Shalyghanov.pdf,Proiekt Rossiia. Polnoie sobran - Iurii Viktorovich Shalyghanov.pdf,.pdf,6.37,2,Политика,no
Нон-фикшн/Политика/Sistiema RF v voinie 2014 ghoda - Glieb Olieghovich Pavlovskii.epub,Sistiema RF v voinie 2014 ghoda - Glieb Olieghovich Pavlovskii.epub,.epub,0.26,2,Политика,no
Нон-фикшн/Политика/Sistiema RF v voinie 2014 ghoda - Glieb Olieghovich Pavlovskii.mobi,Sistiema RF v voinie 2014 ghoda - Glieb Olieghovich Pavlovskii.mobi,.mobi,0.78,2,Политика,no
Нон-фикшн/Политика/Sistiema RF v voinie 2014 ghoda - Glieb Olieghovich Pavlovskii.pdf,Sistiema RF v voinie 2014 ghoda - Glieb Olieghovich Pavlovskii.pdf,.pdf,0.56,2,Политика,no
Нон-фикшн/Прогнозы/Proiekt Rossiia. Bol'shaia idie - Iurii Viktorovich Shalyghanov.epub,Proiekt Rossiia. Bol'shaia idie - Iurii Viktorovich Shalyghanov.epub,.epub,0.4,2,Прогнозы,no
Нон-фикшн/Психология/!Kurpatov_A._Akademiyasmyisla._Mashina_Myishleniya.a4.pdf,!Kurpatov_A._Akademiyasmyisla._Mashina_Myishleniya.a4.pdf,.pdf,26.08,2,Психология,no
Нон-фикшн/Психология/12-Steps-to-Happiness-v1.00-Poster-color.pdf,12-Steps-to-Happiness-v1.00-Poster-color.pdf,.pdf,0.21,2,Психология,no
Нон-фикшн/Психология/Dzheyms_Rozhdennye-vyigryvat.14462.fb2.epub,Dzheyms_Rozhdennye-vyigryvat.14462.fb2.epub,.epub,0.31,2,Психология,no
Нон-фикшн/Психология/Karnegi_Kak-perestat-bespokoitsya-i-nachat-zhit.67998.fb2.epub,Karnegi_Kak-perestat-bespokoitsya-i-nachat-zhit.67998.fb2.epub,.epub,0.36,2,Психология,no
Нон-фикшн/Психология/Kovalev_Psihoterapiya-chelovecheskoy-zhizni_RuLit_Me.pdf,Kovalev_Psihoterapiya-chelovecheskoy-zhizni_RuLit_Me.pdf,.pdf,2.14,2,Психология,no
Нон-фикшн/Психология/Kovalev_Psihoterapiya-chelovecheskoy-zhizni_RuLit_Me_404699.epub,Kovalev_Psihoterapiya-chelovecheskoy-zhizni_RuLit_Me_404699.epub,.epub,0.77,2,Психология,no
Нон-фикшн/Психология/Kovalev_Psihoterapiya-chelovecheskoy-zhizni_RuLit_Me_404699.mobi,Kovalev_Psihoterapiya-chelovecheskoy-zhizni_RuLit_Me_404699.mobi,.mobi,2.59,2,Психология,no
Нон-фикшн/Психология/Kurpatov_A._Intellektualnyi._Deepfake_Gde_Tyi_Prosnis.ios.epub,Kurpatov_A._Intellektualnyi._Deepfake_Gde_Tyi_Prosnis.ios.epub,.epub,43.7,2,Психология,no
